index,time,P1s1,P1s2,P2s1,P2s2,P3s1,P3s2,B1->T,B2->T,B3->T,1 final,2 final,3 final,Location
0,10.9,268.9,,194.5,,196.7,,268.9,194.5,196.7,241.0,191.0,191.0,[ 150.   118.5 -146.8]
1,11.0,,260.4,,190.8,,192.5,260.4,190.8,192.5,232.0,187.0,186.0,[ 142.4  116.6 -141.2]
2,11.1,266.4,,191.6,,192.3,,266.4,191.6,192.3,238.0,188.0,186.0,[ 149.2  119.8 -141.5]
3,11.2,,264.5,,191.8,,192.3,264.5,191.8,192.3,236.0,188.0,186.0,[ 146.5  118.9 -141.8]
4,11.3,266.3,,191.5,,193.0,,266.3,191.5,193.0,238.0,188.0,187.0,[ 149.2  119.  -142.2]
5,11.4,,263.1,,190.7,,192.3,263.1,190.7,192.3,235.0,187.0,186.0,[ 146.3  118.  -141.1]
6,11.5,266.3,,191.6,,194.5,,266.3,191.6,194.5,238.0,188.0,188.0,[ 149.2  118.2 -142.9]
7,11.6,,263.3,,191.9,,193.1,263.3,191.9,193.1,235.0,188.0,187.0,[ 145.2  117.6 -142.5]
8,11.7,266.7,,191.8,,192.6,,266.7,191.8,192.6,238.0,188.0,186.0,[ 149.2  119.8 -141.5]
9,11.8,,266.0,,192.7,,192.5,266.0,192.7,192.5,238.0,189.0,186.0,[ 148.1  120.3 -142.3]
10,11.9,271.3,,196.8,,194.8,,271.3,196.8,194.8,243.0,193.0,189.0,[ 150.6  122.  -146.6]
11,12.0,,263.4,,192.9,,192.2,263.4,192.9,192.2,235.0,189.0,186.0,[ 144.2  118.9 -142.5]
12,12.1,275.7,,197.9,,194.8,,275.7,197.9,194.8,247.0,194.0,189.0,[ 154.9  124.4 -146.8]
13,12.2,,267.4,,197.5,,196.3,267.4,197.5,196.3,239.0,194.0,190.0,[ 144.1  119.8 -148.3]
14,12.3,266.4,,191.4,,192.5,,266.4,191.4,192.5,238.0,188.0,186.0,[ 149.2  119.8 -141.5]
15,12.4,,264.6,,191.8,,192.7,264.6,191.8,192.7,236.0,188.0,187.0,[ 146.5  118.1 -142.4]
16,12.5,265.9,,191.9,,191.6,,265.9,191.9,191.6,238.0,188.0,185.0,[ 149.2  120.6 -140.9]
17,12.6,,261.5,,190.9,,192.3,261.5,190.9,192.3,233.0,187.0,186.0,[ 143.7  117.1 -141.2]
18,12.7,267.2,,193.3,,192.7,,267.2,193.3,192.7,239.0,190.0,187.0,[ 148.4  120.4 -143.5]
19,12.8,,262.4,,190.7,,192.6,262.4,190.7,192.6,234.0,187.0,186.0,[ 145.   117.5 -141.2]
20,12.9,269.0,,194.1,,192.9,,269.0,194.1,192.9,241.0,191.0,187.0,[ 150.   121.8 -144. ]
21,13.0,,263.7,,192.6,,192.2,263.7,192.6,192.2,235.0,189.0,186.0,[ 144.2  118.9 -142.5]
22,13.1,266.0,,191.9,,193.7,,266.0,191.9,193.7,238.0,188.0,188.0,[ 149.2  118.2 -142.9]
23,13.2,,265.0,,190.8,,192.3,265.0,190.8,192.3,237.0,187.0,186.0,[ 148.9  118.9 -140.9]
24,13.3,265.9,,191.9,,196.0,,265.9,191.9,196.0,238.0,188.0,190.0,[ 149.2  116.5 -144.3]
25,13.4,,264.6,,192.2,,193.8,264.6,192.2,193.8,236.0,189.0,188.0,[ 145.5  117.7 -143.8]
26,13.5,270.1,,195.6,,197.7,,270.1,195.6,197.7,242.0,192.0,192.0,[ 150.3  118.6 -148. ]
27,13.6,,261.1,,190.9,,192.3,261.1,190.9,192.3,233.0,187.0,186.0,[ 143.7  117.1 -141.2]
28,13.7,266.3,,192.2,,194.5,,266.3,192.2,194.5,238.0,189.0,188.0,[ 148.1  118.7 -143.6]
29,13.9,,261.5,,191.1,,192.2,261.5,191.1,192.2,233.0,188.0,186.0,[ 142.6  117.6 -141.9]
30,14.0,265.2,,191.8,,192.7,,265.2,191.8,192.7,237.0,188.0,187.0,[ 147.8  118.6 -142.3]
31,14.1,,269.0,,195.9,,195.1,269.0,195.9,195.1,241.0,192.0,189.0,[ 148.9  120.6 -146.2]
32,14.2,264.4,,190.9,,193.3,,264.4,190.9,193.3,236.0,187.0,187.0,[ 147.6  117.6 -141.7]
33,14.3,,267.4,,193.7,,193.7,267.4,193.7,193.7,239.0,190.0,188.0,[ 148.4  119.6 -144.2]
34,14.4,267.0,,194.0,,197.5,,267.0,194.0,197.5,239.0,190.0,191.0,[ 148.4  117.1 -146.2]
35,14.5,,264.4,,192.5,,193.3,264.4,192.5,193.3,236.0,189.0,187.0,[ 145.5  118.5 -143.1]
36,14.6,272.9,,192.0,,195.6,,272.9,192.0,195.6,245.0,188.0,189.0,[ 158.6  120.6 -142.6]
37,14.7,,262.0,,191.4,,192.7,262.0,191.4,192.7,234.0,188.0,187.0,[ 143.9  117.2 -142.5]
38,14.8,266.7,,191.6,,193.3,,266.7,191.6,193.3,238.0,188.0,187.0,[ 149.2  119.  -142.2]
39,14.9,,264.4,,190.7,,192.5,264.4,190.7,192.5,236.0,187.0,186.0,[ 147.6  118.4 -141. ]
40,15.0,336.7,,191.8,,192.6,,264.4,191.8,192.6,236.0,188.0,186.0,[ 146.5  118.9 -141.8]
41,15.1,,340.2,,191.8,,192.7,340.2,191.8,192.7,312.0,188.0,187.0,[262.2 158.3 -59.5]
42,15.2,337.5,,194.1,,192.9,,340.2,194.1,192.9,312.0,191.0,187.0,[259.1 159.7 -68.6]
43,15.3,,249.0,,192.2,,192.7,249.0,192.2,192.7,221.0,189.0,187.0,[ 126.4  111.9 -142.6]
44,15.4,336.9,,192.5,,193.7,,249.0,192.5,193.7,221.0,189.0,188.0,[ 126.4  111.1 -143.3]
45,15.5,,261.1,,191.8,,192.3,261.1,191.8,192.3,233.0,188.0,186.0,[ 142.6  117.6 -141.9]
46,15.6,251.0,,192.9,,195.8,,251.0,192.9,195.8,223.0,189.0,190.0,[ 128.9  110.3 -144.7]
47,15.7,,262.0,,190.9,,192.7,262.0,190.9,192.7,234.0,187.0,187.0,[ 145.   116.7 -141.8]
48,15.8,267.4,,193.4,,193.0,,267.4,193.4,193.0,239.0,190.0,187.0,[ 148.4  120.4 -143.5]
49,15.9,,264.2,,191.5,,192.3,264.2,191.5,192.3,236.0,188.0,186.0,[ 146.5  118.9 -141.8]
50,16.0,266.1,,193.0,,196.2,,266.1,193.0,196.2,238.0,189.0,190.0,[ 148.1  117.  -145. ]
51,16.1,,263.8,,192.9,,193.6,263.8,192.9,193.6,235.0,189.0,187.0,[ 144.2  118.1 -143.1]
52,16.2,264.8,,191.8,,195.8,,264.8,191.8,195.8,236.0,188.0,190.0,[ 146.5  115.6 -144.5]
53,16.3,,259.0,,190.4,,192.7,259.0,190.4,192.7,231.0,187.0,187.0,[ 141.1  115.4 -141.9]
54,16.4,264.2,,190.7,,192.9,,264.2,190.7,192.9,236.0,187.0,187.0,[ 147.6  117.6 -141.7]
55,16.5,,262.3,,193.3,,194.2,262.3,193.3,194.2,234.0,190.0,188.0,[ 141.8  117.3 -144.5]
56,16.6,267.5,,193.6,,196.8,,267.5,193.6,196.8,239.0,190.0,191.0,[ 148.4  117.1 -146.2]
57,16.7,,262.3,,192.3,,192.3,262.3,192.3,192.3,234.0,189.0,186.0,[ 142.9  118.4 -142.5]
58,16.8,265.9,,191.9,,196.2,,265.9,191.9,196.2,238.0,188.0,190.0,[ 149.2  116.5 -144.3]
59,16.9,,261.5,,191.2,,192.9,261.5,191.2,192.9,233.0,188.0,187.0,[ 142.6  116.7 -142.6]
60,17.1,266.4,,192.9,,194.4,,266.4,192.9,194.4,238.0,189.0,188.0,[ 148.1  118.7 -143.6]
61,17.2,,261.7,,190.8,,192.3,261.7,190.8,192.3,233.0,187.0,186.0,[ 143.7  117.1 -141.2]
62,17.3,267.1,,192.0,,196.0,,267.1,192.0,196.0,239.0,188.0,190.0,[ 150.5  117.  -144.2]
63,17.4,,265.2,,191.8,,192.2,265.2,191.8,192.2,237.0,188.0,186.0,[ 147.8  119.4 -141.7]
64,17.5,266.8,,192.5,,195.2,,266.8,192.5,195.2,238.0,189.0,189.0,[ 148.1  117.8 -144.3]
65,17.6,,261.1,,190.5,,192.2,261.1,190.5,192.2,233.0,187.0,186.0,[ 143.7  117.1 -141.2]
66,17.7,266.7,,191.4,,195.8,,266.7,191.4,195.8,238.0,188.0,190.0,[ 149.2  116.5 -144.3]
67,17.8,,263.8,,192.7,,194.1,263.8,192.7,194.1,235.0,189.0,188.0,[ 144.2  117.3 -143.8]
68,17.9,266.8,,191.5,,195.9,,266.8,191.5,195.9,238.0,188.0,190.0,[ 149.2  116.5 -144.3]
69,18.0,,261.2,,191.6,,192.5,261.2,191.6,192.5,233.0,188.0,186.0,[ 142.6  117.6 -141.9]
70,18.1,268.1,,193.4,,196.4,,268.1,193.4,196.4,240.0,190.0,190.0,[ 149.7  118.4 -145.5]
71,18.2,,263.1,,191.5,,192.7,263.1,191.5,192.7,235.0,188.0,187.0,[ 145.2  117.6 -142.5]
72,18.3,266.8,,193.0,,193.0,,266.8,193.0,193.0,238.0,189.0,187.0,[ 148.1  119.5 -142.9]
73,18.4,,264.1,,194.8,,194.4,264.1,194.8,194.4,236.0,191.0,188.0,[ 143.4  118.6 -145.1]
74,18.5,266.7,,192.5,,193.0,,266.7,192.5,193.0,238.0,189.0,187.0,[ 148.1  119.5 -142.9]
75,18.6,,270.2,,191.1,,192.7,270.2,191.1,192.7,242.0,188.0,187.0,[ 154.5  120.9 -141.7]
76,18.7,266.5,,192.5,,193.1,,266.5,192.5,193.1,238.0,189.0,187.0,[ 148.1  119.5 -142.9]
77,18.8,,263.7,,190.8,,192.3,263.7,190.8,192.3,235.0,187.0,186.0,[ 146.3  118.  -141.1]
78,18.9,269.0,,193.6,,192.5,,269.0,193.6,192.5,241.0,190.0,186.0,[ 151.1  122.1 -142.6]
79,19.0,,267.0,,191.6,,192.9,267.0,191.6,192.9,239.0,188.0,187.0,[ 150.5  119.5 -142.1]
80,19.1,270.1,,194.5,,194.0,,270.1,194.5,194.0,242.0,191.0,188.0,[ 151.3  121.4 -144.7]
81,19.2,,264.2,,190.4,,192.3,264.2,190.4,192.3,236.0,187.0,186.0,[ 147.6  118.4 -141. ]
82,19.3,265.9,,191.6,,193.7,,265.9,191.6,193.7,238.0,188.0,188.0,[ 149.2  118.2 -142.9]
83,19.4,,261.5,,190.8,,192.0,261.5,190.8,192.0,233.0,187.0,186.0,[ 143.7  117.1 -141.2]
84,19.5,267.1,,191.6,,192.6,,267.1,191.6,192.6,239.0,188.0,186.0,[ 150.5  120.3 -141.4]
85,19.6,,263.7,,193.7,,194.5,263.7,193.7,194.5,235.0,190.0,188.0,[ 143.1  117.7 -144.5]
86,19.7,266.3,,191.5,,194.0,,266.3,191.5,194.0,238.0,188.0,188.0,[ 149.2  118.2 -142.9]
87,19.8,,264.4,,191.5,,192.5,264.4,191.5,192.5,236.0,188.0,186.0,[ 146.5  118.9 -141.8]
88,19.9,266.8,,191.5,,195.1,,266.8,191.5,195.1,238.0,188.0,189.0,[ 149.2  117.4 -143.5]
89,20.0,,263.0,,190.9,,192.0,263.0,190.9,192.0,235.0,187.0,186.0,[ 146.3  118.  -141.1]
90,20.1,266.7,,192.7,,193.6,,266.7,192.7,193.6,238.0,189.0,187.0,[ 148.1  119.5 -142.9]
91,20.3,,264.1,,191.2,,193.0,264.1,191.2,193.0,236.0,188.0,187.0,[ 146.5  118.1 -142.4]
92,20.4,265.4,,192.2,,192.6,,265.4,192.2,192.6,237.0,189.0,186.0,[ 146.8  119.8 -142.4]
93,20.5,,261.6,,191.1,,192.3,261.6,191.1,192.3,233.0,188.0,186.0,[ 142.6  117.6 -141.9]
94,20.6,270.0,,191.9,,195.1,,270.0,191.9,195.1,242.0,188.0,189.0,[ 154.5  119.2 -143.1]
95,20.7,,262.7,,191.5,,192.2,262.7,191.5,192.2,234.0,188.0,186.0,[ 143.9  118.  -141.9]
96,20.8,266.7,,192.0,,195.3,,266.7,192.0,195.3,238.0,188.0,189.0,[ 149.2  117.4 -143.5]
97,20.9,,264.6,,193.3,,192.5,264.6,193.3,192.5,236.0,190.0,186.0,[ 144.4  119.8 -143.2]
98,21.0,268.7,,193.1,,197.1,,268.7,193.1,197.1,240.0,190.0,191.0,[ 149.7  117.6 -146.2]
99,21.1,,267.1,,320.1,,193.4,267.1,320.1,193.4,239.0,317.0,187.0,[ -30.5  198.2 -130. ]
100,21.2,266.5,,190.1,,196.2,,266.5,190.1,196.2,238.0,187.0,190.0,[ 150.2  116.1 -143.5]
101,21.3,,265.3,,189.6,,193.7,265.3,189.6,193.7,237.0,186.0,188.0,[ 149.9  116.8 -141.6]
102,21.4,282.9,,190.7,,197.7,,282.9,190.7,197.7,255.0,187.0,192.0,[ 173.5  122.5 -141.1]
103,21.5,,269.3,,186.0,,195.5,269.3,186.0,195.5,241.0,182.0,189.0,[ 159.3  116.1 -138.7]
104,21.6,272.6,,185.5,,200.6,,272.6,185.5,200.6,244.0,182.0,194.0,[ 163.4  113.3 -141.4]
105,21.7,,269.8,,326.4,,198.9,269.8,185.5,198.9,241.0,182.0,193.0,[ 159.3  112.8 -141.4]
106,21.8,273.3,,175.0,,202.2,,273.3,175.0,202.2,245.0,171.0,196.0,[ 175.5  107.4 -133. ]
107,21.9,,280.8,,174.2,,203.0,280.8,174.2,203.0,252.0,171.0,197.0,[ 185.2  109.9 -130.9]
108,22.0,275.6,,170.1,,207.3,,275.6,170.1,207.3,247.0,167.0,201.0,[ 182.   102.4 -131.9]
109,22.1,,278.8,,172.0,,208.4,278.8,172.0,208.4,250.0,168.0,202.0,[ 185.2  103.4 -132.3]
110,22.2,279.4,,165.8,,211.5,,279.4,165.8,211.5,251.0,162.0,205.0,[ 192.1   98.8 -127.8]
111,22.3,,276.8,,164.9,,211.3,276.8,164.9,211.3,248.0,161.0,205.0,[ 188.8   97.  -128.3]
112,22.4,281.0,,164.3,,214.3,,281.0,164.3,214.3,253.0,161.0,208.0,[ 195.8   96.7 -127.8]
113,22.5,,280.8,,159.4,,216.5,280.8,159.4,216.5,252.0,156.0,210.0,[ 198.8   92.5 -124.2]
114,22.6,286.2,,156.1,,219.8,,286.2,156.1,219.8,258.0,153.0,214.0,[ 209.9   90.6 -119.6]
115,22.7,,285.2,,153.5,,221.4,285.2,153.5,221.4,257.0,150.0,215.0,[ 211.    88.1 -117.3]
116,22.8,299.1,,149.2,,228.0,,299.1,149.2,228.0,271.0,146.0,222.0,[ 234.8   87.2 -103.5]
117,22.9,,289.6,,145.3,,225.9,289.6,145.3,225.9,261.0,142.0,220.0,[ 223.2   82.6 -107.1]
118,23.0,293.2,,139.8,,235.4,,293.2,139.8,235.4,265.0,136.0,229.0,[ 233.7   73.8 -100.8]
119,23.1,,295.5,,141.7,,231.0,295.5,141.7,231.0,267.0,138.0,225.0,[235.1  79.4 -98.6]
120,23.2,298.5,,135.0,,237.2,,298.5,135.0,237.2,270.0,131.0,231.0,[244.8  72.8 -87.6]
121,23.3,,298.5,,135.1,,234.7,298.5,135.1,234.7,270.0,132.0,229.0,[244.1  75.1 -87.6]
122,23.5,302.4,,129.6,,242.0,,302.4,129.6,242.0,274.0,126.0,236.0,[254.4  68.3 -75.4]
123,23.6,,300.8,,132.0,,238.4,300.8,132.0,238.4,272.0,128.0,232.0,[250.   71.9 -79.5]
124,23.7,303.5,,132.5,,245.8,,303.5,132.5,245.8,275.0,129.0,240.0,[253.8  65.6 -83.1]
125,23.8,,303.2,,133.3,,240.6,303.2,133.3,240.6,275.0,130.0,234.0,[253.1  72.1 -79.8]
126,23.9,313.2,,130.9,,248.0,,313.2,130.9,248.0,285.0,127.0,242.0,[270.8  68.3 -56.8]
127,24.0,,302.9,,325.4,,240.5,302.9,130.9,240.5,275.0,127.0,234.0,[255.3  71.1 -73.4]
128,24.1,307.7,,131.1,,251.5,,307.7,131.1,251.5,279.0,128.0,245.0,[260.7  62.1 -77.6]
129,24.2,,310.2,,322.2,,239.9,310.2,131.1,239.9,282.0,128.0,234.0,[265.4  75.2 -58.6]
130,24.3,306.7,,129.8,,249.4,,306.7,129.8,249.4,278.0,126.0,243.0,[260.6  63.1 -73.4]
131,24.4,,306.6,,132.0,,240.5,306.6,132.0,240.5,278.0,128.0,234.0,[259.2  73.  -69.1]
132,24.5,307.0,,128.4,,244.0,,307.0,128.4,244.0,279.0,125.0,238.0,[262.8  68.6 -63.8]
133,24.6,,304.1,,324.9,,240.3,304.1,128.4,240.3,276.0,125.0,234.0,[258.2  71.  -66.8]
134,24.7,307.0,,130.3,,244.3,,307.0,130.3,244.3,279.0,127.0,238.0,[261.4  69.2 -68.7]
135,24.8,,304.8,,324.6,,239.2,304.8,130.3,239.2,276.0,127.0,233.0,[256.8  72.7 -70.3]
136,24.9,304.5,,127.7,,246.5,,304.5,127.7,246.5,276.0,124.0,240.0,[258.9  64.6 -70.5]
137,25.0,,303.3,,132.0,,239.9,303.3,132.0,239.9,275.0,128.0,234.0,[254.6  71.4 -75.5]
138,25.1,304.7,,128.2,,243.9,,304.7,128.2,243.9,276.0,125.0,238.0,[258.2  66.9 -70.9]
139,25.2,,302.2,,130.4,,239.8,302.2,130.4,239.8,274.0,127.0,234.0,[253.7  70.6 -75.7]
140,25.3,312.5,,134.8,,251.7,,312.5,134.8,251.7,284.0,131.0,246.0,[266.4  64.7 -74.2]
141,25.4,,306.3,,135.8,,242.0,306.3,135.8,242.0,278.0,132.0,236.0,[256.3  72.2 -79.9]
142,25.5,302.4,,128.2,,242.8,,302.4,128.2,242.8,274.0,125.0,237.0,[255.1  66.9 -74.3]
143,25.6,,306.1,,133.5,,239.1,306.1,133.5,239.1,278.0,130.0,233.0,[257.7  74.7 -72.8]
144,25.7,302.5,,130.3,,243.9,,302.5,130.3,243.9,274.0,127.0,238.0,[253.7  66.5 -79.3]
145,25.8,,299.9,,132.0,,238.1,299.9,132.0,238.1,272.0,128.0,232.0,[250.   71.9 -79.5]
146,25.9,306.1,,130.2,,246.1,,306.1,130.2,246.1,278.0,127.0,240.0,[259.9  66.5 -72.9]
147,26.0,,308.9,,131.7,,238.1,308.9,131.7,238.1,281.0,128.0,232.0,[263.8  76.7 -59.1]
148,26.1,304.3,,131.0,,241.3,,304.3,131.0,241.3,276.0,127.0,235.0,[256.8  70.6 -72.4]
149,26.2,,302.1,,133.3,,239.1,302.1,133.3,239.1,274.0,130.0,233.0,[251.6  72.5 -80.7]
150,26.3,300.4,,129.1,,241.0,,300.4,129.1,241.0,272.0,126.0,235.0,[251.4  68.2 -78.3]
151,26.4,,301.0,,134.4,,238.7,301.0,134.4,238.7,273.0,131.0,233.0,[249.4  72.3 -84.3]
152,26.5,300.4,,130.9,,241.3,,300.4,130.9,241.3,272.0,127.0,235.0,[250.7  68.5 -80.3]
153,26.7,,300.0,,137.0,,237.2,300.0,137.0,237.2,272.0,133.0,231.0,[246.4  74.4 -88. ]
154,26.8,299.2,,132.8,,245.1,,299.2,132.8,245.1,271.0,129.0,239.0,[247.8  64.5 -88.7]
155,26.9,,296.3,,137.0,,236.2,296.3,137.0,236.2,268.0,133.0,230.0,[240.4  73.4 -93. ]
156,27.0,305.9,,137.6,,246.5,,305.9,137.6,246.5,278.0,134.0,240.0,[254.8  68.7 -87.4]
157,27.1,,302.4,,140.0,,235.9,302.4,140.0,235.9,274.0,136.0,230.0,[247.2  77.5 -89.2]
158,27.2,302.4,,137.3,,240.5,,302.4,137.3,240.5,274.0,134.0,234.0,[248.7  72.8 -89. ]
159,27.3,,301.8,,142.9,,237.5,301.8,142.9,237.5,273.0,139.0,231.0,[243.4  76.9 -96.8]
160,27.4,300.2,,136.3,,239.8,,300.2,136.3,239.8,272.0,133.0,234.0,[246.4  71.4 -90.4]
161,27.5,,296.2,,138.5,,233.9,296.2,138.5,233.9,268.0,135.0,228.0,[238.9  76.  -94.7]
162,27.6,299.3,,138.4,,235.8,,299.3,138.4,235.8,271.0,135.0,230.0,[243.4  75.6 -92.1]
163,27.7,,295.6,,140.6,,233.2,295.6,140.6,233.2,267.0,137.0,227.0,[235.9  77.1 -98.5]
164,27.8,297.0,,139.4,,236.6,,297.0,139.4,236.6,269.0,136.0,230.0,[239.6  74.9 -96.7]
165,27.9,,295.4,,139.2,,233.2,295.4,139.2,233.2,267.0,136.0,227.0,[236.6  76.8 -97. ]
166,28.0,305.5,,142.2,,241.4,,305.5,142.2,241.4,277.0,139.0,235.0,[249.5  75.  -94.1]
167,28.1,,294.9,,140.5,,231.3,294.9,140.5,231.3,267.0,137.0,225.0,[235.9  79.1 -96.9]
168,28.2,301.3,,145.5,,235.8,,301.3,145.5,235.8,273.0,142.0,230.0,[ 241.   79. -101.]
169,28.3,,295.9,,140.3,,231.7,295.9,140.3,231.7,268.0,137.0,226.0,[237.4  78.6 -96.4]
170,28.4,291.7,,142.9,,234.2,,291.7,142.9,234.2,263.0,139.0,228.0,[ 228.5   74.8 -106.6]
171,28.5,,291.5,,137.7,,229.6,291.5,137.7,229.6,263.0,134.0,223.0,[232.3  78.  -95.5]
172,28.6,294.1,,142.1,,240.6,,294.1,142.1,240.6,266.0,139.0,234.0,[ 232.9   70.3 -107.6]
173,28.7,,289.2,,138.5,,229.0,289.2,138.5,229.0,261.0,135.0,223.0,[228.6  77.3 -99.4]
174,28.8,292.8,,139.9,,231.7,,292.8,139.9,231.7,264.0,136.0,226.0,[232.2  76.3 -99.8]
175,28.9,,290.1,,140.0,,229.1,290.1,140.0,229.1,262.0,136.0,223.0,[229.3  78.2 -99.8]
176,29.0,296.7,,139.1,,232.0,,296.7,139.1,232.0,268.0,136.0,226.0,[238.1  78.3 -94.9]
177,29.1,,286.0,,140.7,,227.7,286.0,140.7,227.7,258.0,137.0,222.0,[ 222.8   77.4 -104.6]
178,29.2,298.2,,142.2,,230.6,,298.2,142.2,230.6,270.0,139.0,224.0,[238.8  82.3 -95.4]
179,29.3,,292.8,,146.5,,230.1,292.8,146.5,230.1,264.0,143.0,224.0,[ 226.8   80.6 -108.4]
180,29.4,287.7,,140.9,,229.0,,287.7,140.9,229.0,259.0,137.0,223.0,[ 224.2   77.  -104.3]
181,29.5,,291.5,,143.1,,227.0,291.5,143.1,227.0,263.0,140.0,221.0,[ 227.7   81.9 -103. ]
182,29.6,298.5,,152.9,,235.0,,298.5,152.9,235.0,270.0,149.0,229.0,[ 230.8   80.9 -114.4]
183,29.7,,288.9,,146.9,,227.9,288.9,146.9,227.9,261.0,143.0,222.0,[ 222.4   81.  -110. ]
184,29.8,288.8,,145.7,,228.8,,288.8,145.7,228.8,260.0,142.0,223.0,[ 221.8   79.2 -110.1]
185,29.9,,287.9,,147.6,,228.0,287.9,147.6,228.0,260.0,144.0,222.0,[ 220.2   80.8 -112.2]
186,30.0,288.6,,147.2,,228.0,,288.6,147.2,228.0,260.0,144.0,222.0,[ 220.2   80.8 -112.2]
187,30.2,,288.8,,150.3,,228.7,288.8,150.3,228.7,260.0,147.0,223.0,[ 217.8   80.9 -116.7]
188,30.3,288.9,,147.9,,230.3,,288.9,147.9,230.3,261.0,144.0,224.0,[ 221.6   79.4 -112.7]
